registrationid,vendorid,code,name,email,address1,address2,address3,city,state,zipcode,phone,fax,contact,active
2211,2211,2235,CARTER RICE PAPER,,51 RAILROAD AVENUE,"WEST HAVEN, CT 06516",                           *,WEST HAVEN,CT,065160000,0000000000,0000000000,,1
7312,7312,8801,CARTOON COLOUR CO.,,9024 LINDBLOD ST.,"CULVER CITY, CA 90232",800-523-3665               *,CULVER CITY,CA,902320000,8005233665,0000000000,,1
1632,1632,1634,CARTRIDGE CLUB LLC,,132 BRIARFIELD DRIVE,,                           *,APEX,NC,27502,800-755-7102,,,1
9013,9013,4856,"CARTRIDGE CLUB, LLC",carmen@cartridgeclub.com,497 CLEARWATER DR. NW,,,CONCORD,NC,28077,570-337-7912,866-804-6578,,0
8793,8793,8121,CARTRIDGE WORLD ,,548 STEWART AVENUE ,,,BETHPAGE,NY,11714,516-735-2295,,,0
421,421,0399,CARTRIDGE WORLD,,105 ROUTE 46 WEST,,800 245 6000               *,FAIRFIELD,NJ,07004,973-808-1903,973-808-1904,,0
2929,2929,2963,CARTRIDGE WORLD,,10 BRIARCLIFF TERRACE,,                           *,KINNELON,NJ,07405,973-632-2192-cell,732-909-2270,,1
13097,13930,1875,CARTRIDGE WORLD,,304 CONSUMER SQUARE,,,MAYS LANDING,NJ,08330,609-484-1001,609-484-1003,,0
12824,13331,5138,CARTRIDGE WORLD,,1200-8 E. JERICHO TURNPIKE,,,HUNTINGTON,NY,11743,631-271-0240,,,0
1507,1507,1508,CARTRIDGE WORLD OAKHURST,,1815 HIGHWAY 35 NORTH / DOW PLAZA,,,OAKHURST,NJ,07755,732-796-0770,732-531-4239,,0
8991,8991,4788,CARTRIDGE WORLD OF FORT LEE,,98 LINWOOD PLAZA,,,FORT LEE,NJ,07024,201-585-1450,201-584-0359,,0
129,129,0112,CARTRIDGE WORLD OF NEW BRUNSWI,,401 JERSEY AVENUE   SUITE J,,                           *,NEW BRUNSWICK,NJ,08901,732-246-7575,732-246-8080,,0
2454,2454,2485,CARTRIDGE WORLD OF RAMSEY,Sales@CWRamsey.com,44 E. MAIN STREET,,,RAMSEY,NJ,07446,201-934-0020,201-934-1877,,1
7124,7124,8518,CARTRIDGE WORLD OF TENAFLY,,33 RIVEREDGE ROAD,,,TENAFLY,NJ,07670,201-497-6130,201-871-0045,,0
13700,14844,5384,CARTRIDGE WORLD OF WAYNE,cartridgeworldwayne@gmail.com,1055 HAMBURG TURNPIKE,,,WAYNE,NJ,07470,973-396-2880,973-696-2855,,1
646,646,0621,CARTRIDGE WORLD USA,,Attn: David Sciascia,201 STRYKERS RD RUITE 16,                           *,PHILLIPSBURG,NJ,08865,908-454-8776,908-454-8777,,1
1943,1943,1962,CARTRIDGE WORLD/PETITTS INK,,1745 ROUTE 10 EAST,,,MORRIS PLAINS,NJ,07950,973-984-2400,973-984-2410,,0
7605,7605,9518,CARVER'S AUTO PARTS,,ROUTE 12 BOX 67,"FLEMINGTON, N.J. 08822",                           *,FLEMINGTON,NJ,088220000,0000000000,0000000000,,1
14521,1403716,R783,CAS REPS,Kscott@casreps.com,1 GROVE STREET  SUITE 210,,,PITTTSFORD,NY,,585-482-7063,,,1
5646,5646,6490,CASCADE ,,4636 CROSSROADS PARK DR.,,                           *,LIVERPOOL,NY,13088,,,,1
14559,1429889,8235,CASCADE MAVERIK LACROSSE,,,,,,,,,,,1
9161,9161,,Cascade School Supplies,,1 Brown Street,P>O> Box 780,,North Adams,MA,01247-0780,800-628-5078,866-298-6578,,0
9162,9162,,CASCADE SCHOOL SUPPLIES,,1 Brown Street,P.O. Box 780,,North Adams,MA,01247-0780,1800-628-5078,866 298-6578,,0
9811,9811,,Cascade School Supplies,www.cascadeschoolsupplies.com,P. O. Box 780,1 Brown Street,,North Adams,MA,01247,1-800-628-5078,1-866-298-6578,,0
10249,10249,,Cascade School Supplies,,1 Brown Street,P.O. Box 780,,North Adams,MA,01247-0780,8006285078,8662986578,,0
50,50,003A,CASCADE SCHOOL SUPPLIES (SC),,1 BROWN STREET,,,NORTH ADAMS,MA,012470000,800-628-5078,866-298-6578,,1
3,3,0003,"Cascade School Supplies, Inc.",pete@cascadeschoolsupplies.com,1 Brown Street,,,North Adams,MA,01247,800-628-5078 X 1,866-298-6578,,1
12664,13148,8962,"CASCADE WATER SERVICES, INC.",,114 WEST HARVEY STREET,,,PHILADELPHIA,PA,19144,215-843-7004,215-843-4234,,0
1381,1381,1377,CASCADES TISSUE GROUP-SALES,,148 HUDSON RIVER ROAD,,1-800-235-0272             *,WATERFORD,NY,12188,866-248-7635,518-238-0562,,1
823,823,0809,"Cascio Interstate Music, Inc. dba Interstate Music",bgoodden@interstatemusic.com,13819 W. NATIONAL AVENUE,,,NEW BERLIN,WI,53151,800-982-2263 x5836,262-957-4538,,0
14850,14841,0809,"CASCIO MUSIC CO., INC. dba  INTERSTATE MUSIC",bidsonline@interstatemusic.com,13819 W. NATIONAL AVENUE,,,NEW BERLIN,WI,53151,800-982-2263,262-957-4538,,0
5596,5596,6439,CASE DUPLICATING SUPPLY,,42 WEST 48TH ST.,"NEW YORK, N.Y.  10036",                           *,NEW YORK,NY,100360000,0000000000,0000000000,,1
12966,13029,0787,CASE/NEWBYTE SOFTWARE,,12 JOHN STREET,,,"DUDLEY NSW, 2290",  ,,,,,0
10023,10023,8996,CASEY SYSTEMS INC.,,209 LAFAYETTE DRIVE,,,SYOSSET,NY,11791,516-318-4351,516-433-1131,,0
4475,4475,4544,"CASIO, INC.",,570 MT. PLEASANT AVE,"DOVER, NJ 07801",973-361-5400     F361-3819 *,DOVER,NJ,078010000,9733615400,0003613819,,1
7363,7363,8950,CASL TECHNOLOGIES,,6818 86TH STREET E,"PUYALLUP, WA 98371-6450",(206) 845-7738             *,PUYALLUP,WA,983716450,2068457738,0000000000,,1
11993,12031,X327,CASSESE AND SONS CONSTRUCTION CORP.,,1001 EAST MAIN STREET,P.O. BOX 7,,SHRUB OAK,NY,10588,914-245-4277,914-245-4093,,0
14013,15376,R500,CASSONE TRAILER & CONTAINER CO.,lisa@cassone.com,1950 LAKELAND AVENUE,,,RONKONKOMA,NY,11779,800-640-8844,631-585-7895,,1
14050,15436,R523,CASTLE PLUMBING & HEATING ,,89 NORTH WATER STREET,P.O. BOX 1170,,OSSINING,NY,10562,914-762-5829,,,1
53,53,0042,CASTLE PRINTING CO.,,1501 US HIGHWAY 46,,908-530-0442               *,LEDGEWOOD,NJ,07852,973-584-0990,,,1
8954,8954,4872,CASTLE ROCK,,1 T&G WAY,,,BLACKWOOD,NJ,08012,800-444-7654,856-384-5715,,1
4331,4331,4387,CAT/CLEAN ALL TEC CORP.,,921 E. ELIZABETH AVE,"LINDEN, NJ 07036",908-925-1600     F486-8872 *,LINDEN,NJ,070360000,9089251600,0004868872,,1
907,907,0895,Catalano Musical Products,catamusic@aol.com,1007 Jericho Turnpike,,,New Hyde Park,NY,11040,516-488-2522 x 107,516-775-3167,,1
7342,7342,8922,CATALINK DIRECT,,1090 KING GEORGE POST ROAD,"EDISON, N.J. 08837",908 346-4807     417-2240  *,EDISON,NJ,088370000,9083464807,0004172240,,1
15088,1610722,T334,Cates Electric Corp.,keri@cateselectric.com,35 Sherman Ave.,,,North Arlington,NJ,07031,,,,1
1970,1970,1989,CATHOLIC UNIVERSITY OF AMERICA,,103 MC CORT-WARD BIOLOGY,"WASHINGTON, DC 20064",202-319-5725     319-4467  *,WASHINGTON,DC,200640000,2023195725,0003194467,,1
2285,2285,2317,CATHY ROE PRODUCTIONS,,332 CAMINO DE MONTE SO,"SANTA FE, NM 87501",505 988-3597               *,SANTA FE,NM,875010000,5059883597,0000000000,,1
2465,2465,2496,CATSKILL  ART & OFFICE SUPPLY,,114-118 SMITH ST.,"POUGHKEEPSIE, N.Y. 12601",                           *,POUGHKEEPSIE,NY,126010000,0000000000,0000000000,,1
5390,5390,6233,CATSKILL MOUNTAIN LUMBER CO.,,P.O. BOX 450,"SAWN LAKE, N.Y. 12788",914 434-1152               *,SAWN LAKE,NY,127880000,9144341152,0000000000,,1
12536,12916,X747,CAYNE INDUSTRIAL SALES CORP,,P.O. BOX 700,,,WEST NYACK,NY,10994,845-535-3420,845-535-3421,,1
7187,7187,8584,CB KERSKNER INC.,,400 SHURS LANE,"PHILADELPHIA, PA 19128",                           *,PHILADELPHIA,PA,191280000,0000000000,0000000000,,1
15579,1623191,T560,CB Management Services ,,"950 Eagles Landing Parkway, Suite 349",,,Stockbridge,GA,30281,770-954-7010  x 112,,,1
9042,9042,5829,CB PRODUCTS,,P.O. BOX 441,,,WATERVLIET,NY,12189,800-761-2501,,,0
16338,1711868,9933,CBP Lalo LLC,cbplalollc@gmail.com,33 Glacier Drive,,,Morris Plains,NJ,07950,973-960-0289,,,1
3769,3769,3801,CBS / A XEROX COMPANY,,108 CORPORATE PARK DRIVE,,,WHITE PLAINS,NY,10604,914-696-1900,914-696-1234,,1
6493,6493,7462,CBS INTERNATIONAL,,117 MOUNTIAN AVE,"MIDDLESEX, N.J. 08846",908-469-8777               *,MIDDLESEX,NJ,088460000,9084698777,0000000000,,1
7296,7296,8708,CCC COMPUTER CENTER ,,555 THEODORE FREMD AVE #B102,,,RYE,NY,10580,914-967-1200 EXT 203,914-967-2279,,1
9854,9854,F021,CCI PUBLISHING                ,,,,,,,,,,,1
14534,1403778,R788,"CCL ELECTRIC, LLC",gillian@cclelectricllc.com,4 BEBERLY PLACE,,,EDGEWATER,NJ,07020,201-886-1814,,,1
1757,1757,1769,CCM COMPUTERS ACCESSORIES,,33 CAIN DRIVE,,                           ,PLAINVIEW,NY,11803,,,,1
3951,3951,3993,CCP Industries Inc.,,26301 CURTIS WRIGHT PKWY,Suite 200,,CLEVELAND,OH,44143,800-321-2840,,,1
4174,4174,4225,"CCP SOLUTIONS, LLC",,18 BEADEL STREET,,,BROOKLYN,NY,11222,718-782-5064,718-388-7894,,1
5143,5143,5821,CCS OFFICE PRODUCTS,,100 SPRINGDALE ROAD  #305,,                           *,CHERRY HILL,NJ,08003,856-424-8058,856-596-0350,,1
4599,4599,4673,CCSI/ OPTI-COLOR,,200 NICKERBOCKER AVE,,,BOHEMIA,NY,11716,631-563-8880,,,0
7339,7339,8918,CCV SOFTWARE,,5602 36TH ST. SOUTH,,,FARGO,ND,58104,800-843-5576,972-481-2100,,1
12851,13363,X875,CD INDUSTRIES WELDING & FABRICATION,,22 FORDHAM STREET,,,WILLISTON PARK,NY,11596,516-404-4016,,,1
13582,14489,5318,CD JANITORIAL LLC,chris@cdjanitorial.com,4 HAMPTON ROAD,,,NEW FAIRFIELD,CT,06812-3740,203-312-5054,203-202-3861,,1
9251,9251,,CDE INC. / Southwest Bowling Apparel,,8201 W. INDUSTRIAL,,,MIDLAND,TX,79706,888-722-2695,432-617-0138,,0
5333,9251,6174,CDE INC. / Southwest Bowling Apparel,buddonathan@aol.com,8201 W. INDUSTRIAL,,,MIDLAND,TX,79706,888-722-2695,432-617-0138,,0
340,340,0318,CDI / COMPUTER DEALERS INC. ,,130 South Town Center Blvd.,,                           *,Markham  Ontario  Canada,  ,L6G1B8,888-226-5727  x 3872,,,1
6622,6622,7609,CDI COMPUTER DEALERS INC.,,500 NORTH MICHIGAN AVE  SUITE 600,,                           *,CHICAGO,IL,60611,888-226-5727,800-449-5920,,1
3462,3462,3481,CDI FOODSERVICE EQUIPMENT ,,412 ROUTE 59,,                           *,MONSEY,NY,10952,845-738-4849,845-352-2700,,1
1137,1137,1118,"CDL, INC.",,86 WEST ST.,"WALTHAM, MA 02154",                           *,WALTHAM,MA,021540000,0000000000,0000000000,,1
2694,2694,2731,CDP COMPUTER SUPPLIES INC.,,378 PAGE ST. UNIT 14,"STOUGHTON, MA 02072",781-341-3985               *,STOUGHTON,MA,020720000,7813413985,0000000000,,1
7927,7927,4780,CDW GOVERNMENT INC.,WWW.CDWG.COM,230 N. MILWAUKEE AVE,,,VERNON HILLS,IL,60061,847-465-6000,847-419-6200,,0
6554,6554,7539,CDW GOVERNMENT LLC,,"2 CORPORATE DRIVE , Suite 800",,,SHELTON,CT,06484,203-851-7077,847-990-8012,,1
12701,12848,8094,CDW-G,,,,,,  ,,,,,0
4582,4582,4656,CDW-G / K-12 ,,138 DELAFIELD LANE,,908-789-2546               *,NEWBURGH,NY,12550,845-564-6381,,,1
7404,7404,9065,CEBCO STANDARD,,9 KULICK RD.,"FAIRFIELD, N.J. 07006",                           *,FAIRFIELD,NJ,070060000,0000000000,0000000000,,1
15790,1623564,T691,Cecere Mechanical Inc,andrew@ceceremechanical.com,22 Kearney Avenue,,,Whippany,NJ,07981,973-224-7366 ,,,1
2588,2588,2624,CED CONSILIDATED ELECTRICAL,,6910 CENTRAL HWY.,"PENNSAUKEN, N.J. 08109",609-488-0123               *,PENNSAUKEN,NJ,081090000,6094880123,0000000000,,1
12004,12042,X335,"CEDAR CONTRACTING CO., INC.",,621 N. UNION AVE.,,,HILLSIDE,NJ,07205,908-687-8228,908-687-8213,,1
8641,8641,6771,CEDAR HILL COUNTRY CLUB,,100 WALNUT STREET,,,LIVINGSTON,NJ,07039,973-992-6455,973-992-1857,,1
1130,1130,1111,CEDARHURST MUSIC CORP.,,435 CENTRAL AVE,"CEDARHURST, N.Y. 11516",516-569-3666               *,CEDARHURST,NY,115160000,5165693666,0000000000,,1
14999,1566584,8887,CEF,,922 DREAMS POINT ROAD,,,ARNOLD,MD,21012,410-507-4841,,,1
1734,1734,1744,CEL-TECH,,43 EAST CARL ST.,"HICKSVILLE, N.Y. 11801",800-600-0252               *,HICKSVILLE,NY,118010000,8006000252,0000000000,,1
4197,4197,4252,CELESTIAL SPRING WATER CO.,,50 SO. CENTER ST.UNIT 6,"ORANGE, N.J. 07050",973-678-4200     678-7706  *,ORANGE,NJ,070500000,9736784200,0006787706,,1
5588,5588,6431,CELLO TAK MFG. CO. INC.,,35 ALKABAMA AVENUE,"ISLAND PARK, N.Y. 11558",516-431-7733               *,ISLAND PARK,NY,115580000,5164317733,0000000000,,1
2565,2565,2601,CELTIC BUILDING SUPPLIES INC.,,33 MOSTYN STREET,,203-744-0106               *,YONKERS,NY,10701,914-665-8864,914-665-8865,,1
15069,1610678,T322,CEN-MED ENTERPRISES,roalnd.gagne@cenmed.com,121 JERSEY AVENUE,,,NEW BRUNSWICK,NJ,08901,732-447-1124,,,1
919,919,0907,CENCO/CENTRAL SCIENTIFIC CO.,,800 E. FABYAN PKWY,"BATAVIA, IL 60510",1-800-262-3626   814-0607  *,BATAVIA,IL,605100000,1800262362,0008140607,,0
11412,10491,T400,"Cengage Learning, Inc.",,"27555 Executive Drive, Suite 350",,,Farmington Hills,MI,48331-3536,800-877-4253,800-414-5043,,1
5071,5071,5745,CENTENNIAL BLUEPRINT CO.,,135 EAST MIAN STREET,,,LANSDALE,PA,19446,215-368-8900,215-368-8535,,0
59,59,0048,CENTENNIAL GOLF CLUB,,185 JOHN SIMPSON ROAD, ,                           *,CARMEL,NY,10512,845-225-5700,,,1
9744,9744,,Center Court/Golfsmith,www.golfsmith.com,11000 North IH-35,xx,xx,Austin,Tx,78753,1-800-813-6897,xxx-xxx-xxxx,,0
638,638,0614,CENTER FOR APP. RESEARCH/ED.,,110 BROOKHILL DR/PO BOX 430,WEST NYACK N.Y. 10995,                           *,WEST NYACK N.Y. 10995,06,614110430,0000000000,0000000000,,0
7747,7747,T062,Center for Civic Education,,5146 Douglas Fir Road,,,Calabasas,CA,91302,818-591-9321,,,1
16412,1711945,M007,Center for Internet Security (CIS),,31 Tech Valley Drive,,,East Greenbush,  ,,518-516-3030,,,1
4078,4078,4125,CENTER FOR LEARNING,,EVERGREEN ROAD/PO BOX 910,"VILLA MARIA, PA 16155",800-767-9090               *,VILLA MARIA,PA,161550000,800-767-9090,888-767-8080,,1
3866,3866,3903,CENTER HELP ASSOCIATES,,197 CONGRESS ROAD,"EMERSON, N.J. 07630",967-1050                   *,EMERSON,NJ,076300000,0009671050,0000000000,,1
5367,5367,620A,CENTER LUMBER CO.,,85 FULTON STREET,"PATERSON, N.J.  07509",                           *,PATERSON,NJ,075090000,0000000000,0000000000,,1
12681,13176,8060,CENTER LUMBER CO.,,85 FULTON STREET,,,PATERSON,NJ,07501,973-742-8300,973-742-8303,,1
2571,2571,2607,CENTER MORICHES PAPER CO.,,26 FROWEIN ROAD,"CENTER MORICHES, N.Y. 11934",                           *,CENTER MORICHES,NY,119340000,0000000000,0000000000,,1
12358,12612,5902,CENTER ONE SUPPLY CORP,,1663 55TH STREET,,,BROOKLYN,NY,11204,646-481-1074,715-559-6728,,1
5742,5742,6601,CENTER TOOL CO.,,151 SUNNYSIDE BLVD.,"PLAINVIEW, N.Y. 11803",                           *,PLAINVIEW,NY,118030000,0000000000,0000000000,,1
2745,2745,2782,CENTEREACH AUTO SUPPLIES,,25-48 JERICHO TPKE,"CENTEREACH, N.Y. 11720",                           *,CENTEREACH,NY,117200000,0000000000,0000000000,,1
8485,8485,8409,CENTERTON NURSERY,centertonnursery.com,345 WOODRUFF ROAD,,,BRIDGETON,NJ,08312,800.533.1132,,,1
9366,9366,5558,"CENTRAL AVE  ""ACE"" HOME CTR",,352 CENTRAL AVENUE,,,EAST ORANGE,NJ,07018,973-676-2139,,,1
3752,3752,3782,CENTRAL AVENUE ACE HOME CENTER,Pradmukherjee@acehardware.com,352 CENTRAL AVENUE,,,EAST ORANGE,NJ,07018,973-676-2139,973-676-6730,,0
11753,11786,X061,"CENTRAL BOILER REPAIR CO., INC.",,PO BOX 256,,,OAKHURST,NJ,07755,732-245-5134 cell,,,1
15358,1620902,T455,CENTRAL CARPET,ken@centralcarpetcare.com,7 Main St.,,,Mantua,NJ,08051,856-468-8111,856-468-8110,,1
16377,1711910,9949,Central Creativity LLC,,442 N. 6th Avenue,,,Laurel,MS,39440,866-381-1760,,,1
3525,3525,3548,CENTRAL ENGINEERING & SUPPLY,,834 MAIN AVENUE,"PASSAIC, NJ 07055-1719",973-777-9000     777-0946  *,PASSAIC,NJ,070551719,9737779000,0007770946,,1
5455,5455,6303,CENTRAL HARDWARE,,29-31 N. CENTRAL AVE.,"VALLEY STREAM, NY 11582",                           *,VALLEY STREAM,NY,115820000,0000000000,0000000000,,1
12807,13314,X857,CENTRAL JERSEY GENERATORS,,2611 BELMAR BLVD.,,,WALL,NJ,07719,732-865-4453,,,1
12618,13089,6785,"CENTRAL JERSEY NURSERIES, INC.",,18 HAMILTON ROAD,,,HILLSBOROUGH,NJ,08844,908-359-4652,908-359-4479,,1
15963,1711207,9688,Central Jersey Office Equipment dba State Toner ,sales@statetoner.com,2 Howell Road,,,Freehold,NJ,07728,833-446-8872 ,,,1
12321,12571,8651,"CENTRAL JERSEY OFFICE EQUIPMENT, INC.",,222 PARK AVENUE,,,MANALAPAN,NJ,07726,732-283-0414  x 1602,732-446-0055,,1
7242,12571,8651,"CENTRAL JERSEY OFFICE EQUIPMENT, INC.",Dgermann@cjoe.net,222 PARK AVENUE,,,MANALAPAN,NJ,07726,732-283-0414  x 1602,732-446-0055,,1
14596,1431975,R829,CENTRAL JERSEY POWER EQUIPMENT INC.,,19 WOODSIDE ROAD,,,ROBBINSVILLE,NJ,08691,609-208-0222,609-208-2444,,1
10274,10274,,Central Lewmar,,60 McClellan Street,,,Newark,NJ,07114,800-677-7273,973-623-4323,,0
2224,2224,2253,CENTRAL LEWMAR L.P.,,60 MCCLELLAN ST,"NEWARK, N.J. 07114",201-622-6377               *,NEWARK,NJ,071140000,2016226377,0000000000,,1
6516,6516,7501,"CENTRAL OFFICE SOLUTIONS, INC.",,134 W. 29TH ST.  SUITE 5304,,,NEW YORK,NY,10001,212-239-6410,212-239-3699,,0
3072,3072,3105,Central Poly-Bag Corp.,Bids@centralpoly.com,2400 BEDLE PLACE,,,LINDEN,NJ,07036,908-862-7570,908-862-9019,,1
1768,1768,1782,CENTRAL RESTAURANT PRODUCTS,,7750 GEORGETOWN ROAD ,,,INDIANAPOLIS,IN,46268,800-222-5107 x8223,317-634-5476,,1
7457,7457,917A,CENTRAL SCIENTIFIC CO,,11222 MELROSE AVE.,"FRANKLIN PARK,  IL. 60131",800 262-3626               *,FRANKLIN PARK,IL,601310000,8002623626,0000000000,,1
7592,7592,9504,CENTRAL SCIENTIFIC CO.,,800 E. FABYAN PKWY,"BATAVIA, IL 60510",                           *,BATAVIA,IL,605100000,0000000000,0000000000,,1
930,930,0917,CENTRAL SCIENTIFIC CO.,,800 E. FABYAN PKWY,"BATAVIA, IL 60510",800-262-3626     451-0231  *,BATAVIA,IL,605100000,8002623626,0004510231,,0
14068,15456,R536,CENTRAL SONITECH,info@sonitec.tv,22 WEST LINCOLN AVENUE,,,MOUNT VERNON,NY,10550,914-282-8800,,,1
4683,4683,4759,CENTRAL STATES SALES CORP,,6685 DREWRY'S BLUFF,"BRADENTON,FLORIDA 34203",800-444-9391               *,BRADENTON,FL,342030000,8004449391,0000000000,,1
3868,3868,3906,CENTRAL STATES SALES CORP.,,300 PARK AVENUE  SUITE 639,"CALUMET CITY, IL 60409",                           *,CALUMET CITY,IL,604090000,0000000000,0000000000,,1
11495,10994,7015,CENTRAL TECHNOLOGY INC. / LASER SAVE,,843 ROUTE 33  SUITE 11,,,FREEHOLD,NJ,07728,732-431-3339,732-431-3706,,1
6047,10994,7015,CENTRAL TECHNOLOGY INC. / LASER SAVE,info@lasersave.com,843 ROUTE 33  SUITE 11,,,FREEHOLD,NJ,07728,732-431-3339,732-431-3706,,1
12963,13653,0784,CENTRAL TURF AND IRRIGATION SUPPLY,jgrasso@centraltis.com,1738 GLASSBORO ROAD,,,WILLIAMSTOWN,NJ,08094,856-689-3101,856-881-0404,,0
9022,9022,4859,CENTRE BUSINESS PRODUCTS INC,,"ROUTE 522 SOUTH/ RR1, BOX 210",,,MOUNT UNION,PA,17066,800-525-1168,814-542-9299,,1
3067,3067,3100,CENTRON CORPORTAION,,261 BROAD AVENUE,"PALISADES PARK, N.J. 07650",                           *,PALISADES PARK,NJ,076500000,0000000000,0000000000,,1
1040,1040,1019,CENTRY 21 INC.,,47 COLUMBIA AVE/PO BOX 300,"EMERSON, N.J. 07630",                           *,EMERSON,NJ,076300000,0000000000,0000000000,,1
15309,1615022,9193,Centurion Partners Health&Fitness dba Fitnessmith,mscichilone@fitnessmith.com,P.O. Box 3569,,,Boynton Beach,FL,33424,732-616-2811,,,1
7197,7197,8603,CENTURION PRINTING CO. / TC SQUARED LLC,,352 MARKET STREET,,,KENILWORTH,NJ,07033,908-241-9839,908-241-8667,,1
6494,6494,7463,CENTURY OFFICE PRODUCTS,,30 BAEKELAND AVENUE,"MIDDLESEX, N.J 08846",908-271-8600   X 184       *,MIDDLESEX,NJ,088460000,9082718600,0000000184,,1
6489,6489,7457,"CENTURY SPORTS, INC.",,1995 RUTGERS UNIVERSITY BLVD,,,LAKEWOOD,NJ,08701-8035,732-905-4422,732-901-7766,,1
5651,5651,6495,CENTURY SUPPLY CO.,,245  4TH STREET,,,PASSAIC,NJ,07055,201-472-7733,,,1
6569,6569,7554,CERAMIC SUPPLY OF NY & NJ INC,,7 ROUTE 46 WEST,"LODI, N.J. 07644",201-340-3005               *,LODI,NJ,076440000,2013403005,0000000000,,1
5622,5622,6465,"Ceramic Supply, Inc.",cersupnynj@ad.com,7 Route 46 West,,,Lodi,NJ,07644,973-340-3005  X 207,973-340-0089,,1
5364,5364,6207,Cerbo Lumber & Hardware,,1855 ROUTE 46,,                          ,PARSIPPANY,NJ,07054,973-334-4300,973-334-3586,,0
1777,1777,1791,CERBO NURSERIES,,LITTLETON ROAD,,,PARSIPPANY,NJ,07054,973-335-1313,,,0
4323,4323,4379,CEREBELLUM CORP.,,1661 TENNESSEE ST.  SUITE 3D,,                           *,SAN FRANCISCO,CA,94107,866-386-0253,,,1
13342,14224,R169,CERIELLO ELECTRICAL CONTRACTING,,43 FLORIDA STREET,,,SOUTH FARMINGDALE,NY,11735,631-249-1415,631-249-1416,,1
15848,1711106,T714,Certa Pro Painters ,pkramer@certapro.com,532 Bedford Road,,,Bedford Hills,NY,10507,914-953-7774 ,,,1
16027,1711388,T807,CertaPro Painters ,eliasv@certapro.com,"68 White Street, Suite E 7-361",,,Red Bank,NJ,07701,908- 902-9878 ,,,1
11756,11789,X062,CertaPro Painters,,107 S. Farview Avenue,,,Paramus,NJ,07652,201-538-3579,,,1
12908,13427,X904,CertaPro Painters of Wayne,ttandurella@certapro.com,"576 Valley Road, Suite 117",,,WAYNE,NJ,07470,862-703-0671,973-427-8086,,1
556,556,0532,CERTECH INDUSTRIES,,170 CARMAN AVE,"EAST ROCKAWAY, N.Y. 11518",800-600-0252               *,EAST ROCKAWAY,NY,115180000,8006000252,0000000000,,0
13069,13870,R002,"CERTIFIED ENVIRONMENTAL CONTRACTORS, LLC",certifiedenviro@aol.com,127 SQUANKUM YELLOWBROOK ROAD,,,FARMINGDALE,NJ,07727,,,,1
1674,1674,1679,CERTIFIED LABORATORIES,,33 YORKTOWNE DRICE,"MANALAPAN, N.J. 07726",                           *,MANALAPAN,NJ,077260000,0000000000,0000000000,,1
3706,3706,3734,CERTIFIED LABORATORIES,,260 GLEN AVENUE,"GLEN ROCK, N.J. 07452",201-612-1454               *,GLEN ROCK,NJ,074520000,2016121454,0000000000,,1
2631,2631,2667,CERTIFIED LABORATORIES,debhall@NCh.com,2727 CHEMSEARCH BLVD 4TH FLOOR,,,IRVING,TX,75062,800-527-9929,972-438-0634,,1
3626,3626,3650,CERTIFIED LABS,,33 OLD BRIDGE DRIVE,"HOWELL, N.J. 07731",                           *,HOWELL,NJ,077310000,0000000000,0000000000,,1
4954,4954,5624,CERTIFIED LABS.,,105 ALAN DR.,"NEW CITY, N.Y. 10956",                           *,NEW CITY,NY,109560000,0000000000,0000000000,,1
15545,1621085,9428,Certwood Limited ,info@buycertwood.com,11 Technology Way,,,Wintersville,OH,43952,814-342-7000 ,,,1
13645,14692,R304,CERULLO FIRE PROTECTION,kevin@cerullofire.com,901 NEW BRUNSWICK AVENUE,,,RAHWAY,NJ,07065,732-388-1949,732-388-0096,,1
4510,4510,4583,CES CORPORATION,,656 GEORGES RD,,,NO. BRUNSWICK,NJ,08902,732-247-7098,732-247-4742,,1
4532,4532,4606,"CESINDUSTRIES, INC.",,130 CENTRAL AVENUE,"FARMINGDALE, NY 11735",516-293-1420     293-8556  *,FARMINGDALE,NY,117350000,5162931420,0002938556,,1
15352,1620887,9253,Cetrix Technologies LLC,," 8 The Green, Suite 5945",,,Dover,DE,19901,302-480 9399,,,1
5850,5850,6780,"CEV MULTIMEDIA, INC.",,1020 SE LOOP 289,,609-737-1148               *,LUBBOCK,TX,79404,806-745-8820,806-745-5300,,0
7247,7247,8657,"CFI, COMPUTER FORCE, INC.",,260 ALICIA LANE,"WARMINSTER, PA 18974",215-674-0790               *,WARMINSTER,PA,189740000,2156740790,0000000000,,1
5595,5595,6438,CFJ MANUFACTURING,,"5001 N. FREEWAY,  SUITE E",,                           *,FORT WORTH,TX,76106,817-625-9559,817-625-2050,,1
3709,3709,3737,CGES,,444 SCOTT DRIVE,,,BLOOMINGDALE,IL,60108,630-924-6700,630-924-6850,,1
14315,15919,R652,"CGP & H, LLC",randy@cgph.net,101 INTERCHANGE PLAZA  SUITE 301,,,CRANBURY,NJ,08736,609-664-2769,,,0
13800,14970,R380,CHADWICK SERVICE COMPANY,rvisnesky@chadwickservice.com,362 Dunksferry Road,,,Bensalem,PA,19020,215-245-8200,,,1
530,530,0506,CHALET CONSTRUCTION,,13 RACE STREET,,,BLOOMFIELD,NJ,070003,973-748-4479,973-748-4422,,0
7064,7064,8364,CHALLENGE IND.,,ROUTE 15/P.O. BOX 965,"SPARTA, N.J. 07871",                           *,SPARTA,NJ,078710000,0000000000,0000000000,,1
