registrationid,vendorid,VendorBids_Code,VendorBids_Name,VendorBids_Email,VendorBids_City,VendorBids_State,EDS_VendorId,EDS_Code,EDS_Name,EDS_Email,EDS_City,EDS_State,VendorBids_Status,EDS_Status
14793,1432219,8779,CANON SOLUTIONS AMERICA INC.,stwist@csa.canon.com,Itasca,IL,1432219,8779,CANON SOLUTIONS AMERICA INC.,carlson@csa.canon.com,Itasca,IL,Active,Active
1519,1519,1521,CANON U.S.A. INC.,,JAMESBURG,NJ,1519,1521,CANON U.S.A. INC.,,JAMESBURG,NJ,Active,Active
3066,3066,309B,CANOVER INDUSTRIES,,MASPETH,NY,3066,309B,CANOVER INDUSTRIES,,MASPETH,NY,Active,Active
14910,1434569,8841,CANTABILE PIANO ARTS INC,,YONKERS,NY,1434569,8841,CANTABILE PIANO ARTS INC,,YONKERS,NY,Inactive,Inactive
3978,3978,4020,CANTEEN CO.,,CLIFTON,NJ,3978,4020,CANTEEN CO.,,CLIFTON,NJ,Active,Active
3064,3064,3099,CANTOL  INC.,SACC1@VERIZON.NET,PHILADELPHIA,PA,3064,3099,CANTOL  INC.,SACC1@VERIZON.NET,PHILADELPHIA,PA,Inactive,Inactive
1912,1912,1930,CANTOL INC.,,MECHANICSVILLE,VA,1912,1930,CANTOL INC.,,MECHANICSVILLE,VA,Active,Active
8855,8855,8272,CANTOL INC.,,PHILADELPHIA,PA,8855,8272,CANTOL INC.,,PHILADELPHIA,PA,Active,Active
2230,2230,2259,CANTON OFFICE FURNITURE,,EDISON,NJ,2230,2259,CANTON OFFICE FURNITURE,ajcantalupo@cantonoffice.com,EDISON,NJ,Active,Active
3068,3068,3101,CANTY WIPER & SUPPLY,,,  ,3068,3101,CANTY WIPER & SUPPLY,,,,Inactive,Inactive
8960,8960,5835,CANVAS ORIGINALS INC.,,MASSAPEQUA,NY,8960,5835,CANVAS ORIGINALS INC.,Jim@cancasoriginals.com,MASSAPEQUA,NY,Active,Active
11754,11787,X128,CAOLA COMPANY INC.,,TRENTON,NJ,11787,X128,CAOLA COMPANY INC.,rmeadows@caolacompany.com,TRENTON,NJ,Active,Active
2950,2950,2984,CAOLA KEY CO.,,HAMILTON SQUARE,NJ,2950,2984,CAOLA KEY CO.,,HAMILTON SQUARE,NJ,Active,Active
3820,3820,3855,CAPAS THEATRICAL SUPPLY,,AUDOBON,NJ,3820,3855,CAPAS THEATRICAL SUPPLY,,AUDOBON,NJ,Active,Active
12975,13673,X948,CAPCON CONSTRUCTION,,LAWRENCEVILLE,NJ,13673,X948,CAPCON CONSTRUCTION,randypttr@gmail.com,LAWRENCEVILLE,NJ,Active,Active
14127,15533,L009,Cape Environmental Laboratory,,Cape May Court House,NJ,15533,L009,Cape Environmental Laboratory,,Cape May Court House,NJ,Active,Active
14128,15534,L010,Cape May County Department of Health,,,,15534,L010,Cape May County Department of Health,,,,Inactive,Inactive
2791,2791,2827,CAPE POWER EQUIPMENT INC.,,CAPE MAY COURT HOUSE,NJ,2791,2827,CAPE POWER EQUIPMENT INC.,,CAPE MAY COURT HOUSE,NJ,Active,Active
14041,15422,6759,CAPELLI SPORT,sales@capellisport.com,Carlstadt,NJ,15422,6759,Capelli Sport,william.flower@capellisport.com,Carlstadt,NJ,Active,Active
6136,6136,7104,CAPEZIO DANCE STUDIO,,ROCKVILLE CENTRE,NY,6136,7104,CAPEZIO DANCE STUDIO,,ROCKVILLE CENTRE,NY,Active,Active
1473,1473,1471,CAPITAL CLEANING CONTRACTORS,,FAIR LAWN,NJ,1473,1471,CAPITAL CLEANING CONTRACTORS,,FAIR LAWN,NJ,Active,Active
14724,1432147,R906,CAPITAL CONCRETE,,,,1432147,R906,CAPITAL CONCRETE,,,,Active,Active
14561,1429896,R802,Capital Floors LLC,capitalfloorsnj@gmail.com,Hammonton,NJ,1429896,R802,Capital Floors LLC,capitalfloorsnj@gmail.com,Hammonton,NJ,Active,Active
3917,3917,3958,CAPITAL INDUSTRIES INC.,,SOUTHOLD,NY,3917,3958,CAPITAL INDUSTRIES INC.,,SOUTHOLD,NY,Active,Active
16436,1711969,M021,Capital Roofing,pob1085@gmail.com,Monsey,NY,1711969,M021,Capital Roofing,pob1085@gmail.com,Monsey,NY,Active,Active
4020,4020,4063,CAPITAL SOAP CORP.,,CLIFTON,NJ,4020,4063,CAPITAL SOAP CORP.,,CLIFTON,NJ,Active,Active
3653,3653,3678,CAPITAL SUPPLY COMPANY,Sfalco@capitalsupply.com,SECAUCUS,NJ,3653,3678,Capital Supply Company,sandra@capitalsupply.com,Secaucus,NJ,Active,Active
14627,1432023,8594,"CAPITAL UNIFORM SERVICES, INC.",capitaluniform@outlook.com,POUGHKEEPSIE,NY,1432023,8594,"CAPITAL UNIFORM SERVICES, INC.",capitaluniform@outlook.com,POUGHKEEPSIE,NY,Active,Active
15611,1623261,T574,"Capitol Fire Protection Co., Inc. ",capitolfirecp@gmail.com,Trenton,NJ,1623261,T574,"Capitol Fire Protection Co., Inc. ",capitolfirecp@gmail.com,Trenton,NJ,Active,Active
5080,5080,5754,"CAPITOL FLOOR COVERING, INC.",,TRENTON,NJ,5080,5754,"CAPITOL FLOOR COVERING, INC.",,TRENTON,NJ,Inactive,Inactive
2044,2044,2063,CAPITOL SERVICES & EQUIP.,,PISCATAWAY,NJ,2044,2063,CAPITOL SERVICES & EQUIP.,,PISCATAWAY,NJ,Inactive,Inactive
16118,1711521,T861,"Capozzi Overhead Doors, Inc.",jakecapozzi2@gmail.com,East orange,NJ,1711521,T861,"Capozzi Overhead Doors, Inc.",jakecapozzi2@gmail.com,East orange,NJ,Active,Active
3949,3949,3991,"CAPP USA / CAPP, INC.  ",,CLIFTON HEIGHTS,PA,3949,3991,"CAPP USA / CAPP, INC.  ",mfaso@cappusa.com,CLIFTON HEIGHTS,PA,Active,Active
4839,4839,5220,CAPRICORN SUBSCRIPTIONS,,SYOSSET,NY,4839,5220,CAPRICORN SUBSCRIPTIONS,,SYOSSET,NY,Active,Active
7906,7906,T142,Capstone Press,,Mankato,MN,7906,T142,Capstone Press,,Mankato,MN,Active,Active
3071,3071,3104,CARBON SOLVENTS LABORATORIES,,WARREN,NJ,3071,3104,CARBON SOLVENTS LABORATORIES,,WARREN,NJ,Active,Active
13085,13913,1713,CARDIAC LIFE PRODUCTS,dhustis@cardiaclife.net,EAST ROCHESTER,NY,13913,1713,CARDIAC LIFE PRODUCTS,dhustis@cardiaclife.net,EAST ROCHESTER,NY,Active,Active
13793,14963,5473,"Cardiac Life Products, Inc.",,East Rochester,NY,14963,5473,"Cardiac Life Products, Inc.",bids@cardiaclife.net,East Rochester,NY,Active,Active
3957,3957,3999,CARDINAL ARTS AND CRAFTS,,ELK GROVE VILLAGE,IL,3957,3999,CARDINAL ARTS AND CRAFTS,,ELK GROVE VILLAGE,IL,Active,Active
15941,1711185,9678,Cardinal Camera,howell@cardinalcamera.com,Howell,NJ,1711185,9678,Cardinal Camera,howell@cardinalcamera.com,Howell,NJ,Active,Active
11749,11782,X059,"CARDINAL CONTROL SYSTEMS, INC.",,HOLBROOK,NY,11782,X059,"CARDINAL CONTROL SYSTEMS, INC.",scott@cardinalmail.net,HOLBROOK,NY,Active,Active
3070,3070,3103,CARDINALE TOOLS,,WEST ORANGE,NJ,3070,3103,CARDINALE TOOLS,,WEST ORANGE,NJ,Active,Active
5765,5765,6623,CARDINALE TOOLS,,WEST ORANGE,NJ,5765,6623,CARDINALE TOOLS,,WEST ORANGE,NJ,Inactive,Inactive
14665,1432067,8743,CARE PLUS WORKFORCE SOLUTIONS,,PARAMUS,NJ,1432067,8743,CARE PLUS WORKFORCE SOLUTIONS,donnab@careplusnj.org,PARAMUS,NJ,Active,Active
4823,4823,5204,"CAREERS, INC.",,LARGO,FL,4823,5204,"CAREERS, INC.",,LARGO,FL,Active,Active
2273,2273,2305,CAREFREE-TUFF-KOTE,,BROOKLYN,NY,2273,2305,CAREFREE-TUFF-KOTE,,BROOKLYN,NY,Active,Active
16185,1711590,T893,Caribbean Roofing LLC,mejia@caribbeanroofingnj.com,Flemington,NJ,1711590,T893,Caribbean Roofing LLC,mejia@caribbeanroofingnj.com,Flemington,NJ,Active,Active
15399,1620944,T469,"Carico International, Inc. ",,Fort Lauderdale,FL,1620944,T469,"Carico International, Inc. ",shumayr@carico.com,Fort Lauderdale,FL,Active,Active
11750,11783,X060,"CARJEN FENCE CO., INC.",,PEEKSKILL,NY,11783,X060,"CARJEN FENCE CO., INC.",,PEEKSKILL,NY,Inactive,Inactive
800,800,0782,CARL FISCHER OF CHICAGO,,,  ,800,0782,CARL FISCHER OF CHICAGO,,,,Inactive,Inactive
4658,4658,4734,CARL GOLDBERG INC.,,CHICAGO,IL,4658,4734,CARL GOLDBERG INC.,,CHICAGO,IL,Active,Active
12577,13016,X779,CARL'S FENCING,,TOMS RIVER ,NJ,13016,X779,CARL'S FENCING,theresa.masterson@bycarls.com,TOMS RIVER ,NJ,Active,Active
15422,1620969,9308,CARL'S GOLFLAND INC.,carlsservice@carlsgolfland.com,Bloomfield Hills,MI,1620969,9308,CARL'S GOLFLAND INC.,carlsservice@carlsgolfland.com,Bloomfield Hills,MI,Active,Active
7372,7372,9006,CARLEX  INC.,,ROCHESTER HILLS,MI,7372,9006,CARLEX  INC.,,ROCHESTER HILLS,MI,Inactive,Inactive
5009,5009,5681,CARLTON SURGICAL,,NEPTUNE,NJ,5009,5681,CARLTON SURGICAL,,NEPTUNE,NJ,Active,Active
16407,1711940,9970,Carmel Furniture Inc.,,Moonachie,NJ,1711940,9970,Carmel Furniture Inc.,Getai@carmelfurniture.com,Moonachie,NJ,Active,Active
5804,5804,6692,CARMEL SPORTS & SCHOOL SUPPLY,,CARMEL,NY,5804,6692,CARMEL SPORTS & SCHOOL SUPPLY,,CARMEL,NY,Active,Active
12511,12878,X724,"CARMELO SCAFFIDI & SONS BLACKTOPPING, INC.",,WEST HAVERSTRAW,NY,12878,X724,"CARMELO SCAFFIDI & SONS BLACKTOPPING, INC.",danny@scaffidispaving.com,WEST HAVERSTRAW,NY,Active,Active
9851,9851,F018,"CARNEGIE LEARNING, INC.        ",,PITTSBURGH,PA,9851,F018,"CARNEGIE LEARNING, INC.        ",,PITTSBURGH,PA,Inactive,Inactive
3038,3038,3073,CAROL HARDY MECHANICAL INC,,HEWIT,NJ,3038,3073,CAROL HARDY MECHANICAL INC,,HEWIT,NJ,Active,Active
6436,6436,7403,CAROL SCHOOL SUPPLY,,DIX HILLS,NY,6436,7403,CAROL SCHOOL SUPPLY,,DIX HILLS,NY,Active,Active
9852,9852,F019,CAROLINA ACADEMIC PRESS       ,,,,9852,F019,CAROLINA ACADEMIC PRESS       ,,,,Active,Active
7910,7910,904C,CAROLINA BIOLOGICAL,,Burlington,NC,7910,904C,CAROLINA BIOLOGICAL,,Burlington,NC,Active,Active
7393,7393,904A,CAROLINA BIOLOGICAL SUPPLY CO,,BURLINGTON,NC,7393,904A,CAROLINA BIOLOGICAL SUPPLY CO,,BURLINGTON,NC,Active,Active
916,916,0904,Carolina Biological Supply Co,anawa@carolina.com,Charlotte,NC,916,0904,Carolina Biological Supply Co,carolina@carolina.com,Charlotte,NC,Active,Active
3902,3902,3941,CAROLINA INDUSTRIAL ,,THOMASVILLE,NC,3902,3941,CAROLINA INDUSTRIAL ,,THOMASVILLE,NC,Active,Active
598,598,0574,CAROUSEL INDUSTRIES,,Flemington,NJ,598,0574,CAROUSEL INDUSTRIES,,Flemington,NJ,Active,Active
12746,13246,X831,"CARPET CARE PLUS, LLC",,COLONIA,NJ,13246,X831,"CARPET CARE PLUS, LLC",carpetcareplus@outlook.com,COLONIA,NJ,Active,Active
12987,13701,X956,CARQUEST OF EGG HARBOR TOWNSHIP,francis.ravenola@carquest.com,Egg Harbor Township,NJ,13701,X956,CARQUEST OF EGG HARBOR TOWNSHIP,,Egg Harbor Township,NJ,Inactive,Inactive
11616,11604,2159,CARR BUSINESS SYSTEMS,pdaniele@carrxerox.com,MELVILLE,NY,11604,2159,CARR BUSINESS SYSTEMS,pdaniele@carrxerox.com,MELVILLE,NY,Active,Active
2140,11604,2159,CARR BUSINESS SYSTEMS,pdaniele@carrxerox.com,MELVILLE,NY,11604,2159,CARR BUSINESS SYSTEMS,pdaniele@carrxerox.com,MELVILLE,NY,Active,Active
8763,8763,7985,CARR/THE PENNSYLVANIA BLDG,,NEW YORK,NY,8763,7985,CARR/THE PENNSYLVANIA BLDG,,NEW YORK,NY,Inactive,Inactive
7205,7205,8611,CARRETTE CORP,,NEW YORK,NY,7205,8611,CARRETTE CORP,,NEW YORK,NY,Active,Active
12497,12845,X712,CARRIER BID COMMUNICATIONS,,PRINCETON,NJ,12845,X712,CARRIER BID COMMUNICATIONS,info@carrierbid.com,PRINCETON,NJ,Active,Active
1139,1139,1120,"CARRON NET CO., INC.",,TWO RIVERS,WI,1139,1120,"CARRON NET CO., INC.",,TWO RIVERS,WI,Active,Active
2643,2643,2680,CARROT TOP INDUSTRIES INC,,HILLSBOROUGH,NC,2643,2680,CARROT TOP INDUSTRIES INC,,HILLSBOROUGH,NC,Active,Active
15175,1610842,9072,Carson & Dellosa Publishing LLC,,Columbus,OH,1610842,9072,Carson & Dellosa Publishing LLC,cconklin@carsondellosa.com,Columbus,OH,Active,Active
9853,9853,F020,CARSON DELLOSA PUBLISHER      ,,GREENSBORO,NC,9853,F020,CARSON DELLOSA PUBLISHER      ,,GREENSBORO,NC,Active,Active
9665,9665,6783,CARSONITE INTERNATIONAL,,EARLY BRAND,SC,9665,6783,CARSONITE INTERNATIONAL,,EARLY BRAND,SC,Active,Active
12312,12559,X597,"CARTER BROTHERS, LLC",,WHITE PLAINS,NY,12559,X597,"CARTER BROTHERS, LLC",info@carterbrothers.com,WHITE PLAINS,NY,Inactive,Inactive
2211,2211,2235,CARTER RICE PAPER,,WEST HAVEN,CT,2211,2235,CARTER RICE PAPER,,WEST HAVEN,CT,Active,Active
7312,7312,8801,CARTOON COLOUR CO.,,CULVER CITY,CA,7312,8801,CARTOON COLOUR CO.,,CULVER CITY,CA,Active,Active
1632,1632,1634,CARTRIDGE CLUB LLC,,APEX,NC,1632,1634,CARTRIDGE CLUB LLC,,APEX,NC,Active,Active
9013,9013,4856,"CARTRIDGE CLUB, LLC",carmen@cartridgeclub.com,CONCORD,NC,9013,4856,"CARTRIDGE CLUB, LLC",,CONCORD,NC,Inactive,Inactive
8793,8793,8121,CARTRIDGE WORLD ,,BETHPAGE,NY,8793,8121,CARTRIDGE WORLD ,cwbethpage@optonline.net,BETHPAGE,NY,Inactive,Inactive
421,421,0399,CARTRIDGE WORLD,,FAIRFIELD,NJ,421,0399,CARTRIDGE WORLD,,FAIRFIELD,NJ,Inactive,Inactive
2929,2929,2963,CARTRIDGE WORLD,,KINNELON,NJ,2929,2963,CARTRIDGE WORLD,gcarafello@cartridgeworld.com,KINNELON,NJ,Active,Active
12824,13331,5138,CARTRIDGE WORLD,,HUNTINGTON,NY,13331,5138,CARTRIDGE WORLD,,HUNTINGTON,NY,Inactive,Inactive
13097,13930,1875,CARTRIDGE WORLD,,MAYS LANDING,NJ,13930,1875,CARTRIDGE WORLD,,MAYS LANDING,NJ,Inactive,Inactive
1507,1507,1508,CARTRIDGE WORLD OAKHURST,,OAKHURST,NJ,1507,1508,CARTRIDGE WORLD OAKHURST,rmiller@cartridgeworld.com,OAKHURST,NJ,Inactive,Inactive
8991,8991,4788,CARTRIDGE WORLD OF FORT LEE,,FORT LEE,NJ,8991,4788,CARTRIDGE WORLD OF FORT LEE,,,,Inactive,Inactive
129,129,0112,CARTRIDGE WORLD OF NEW BRUNSWI,,NEW BRUNSWICK,NJ,129,0112,CARTRIDGE WORLD OF NEW BRUNSWI,,NEW BRUNSWICK,NJ,Inactive,Inactive
2454,2454,2485,CARTRIDGE WORLD OF RAMSEY,Sales@CWRamsey.com,RAMSEY,NJ,2454,2485,CARTRIDGE WORLD OF RAMSEY,dave.cwramsey@gmail.com,RAMSEY,NJ,Active,Active
7124,7124,8518,CARTRIDGE WORLD OF TENAFLY,,TENAFLY,NJ,7124,8518,CARTRIDGE WORLD OF TENAFLY,,TENAFLY,NJ,Inactive,Inactive
13700,14844,5384,CARTRIDGE WORLD OF WAYNE,cartridgeworldwayne@gmail.com,WAYNE,NJ,14844,5384,CARTRIDGE WORLD OF WAYNE,cartridgeworldwayne@gmail.com,WAYNE,NJ,Active,Active
646,646,0621,CARTRIDGE WORLD USA,,PHILLIPSBURG,NJ,646,0621,CARTRIDGE WORLD USA,,PHILLIPSBURG,NJ,Active,Active
1943,1943,1962,CARTRIDGE WORLD/PETITTS INK,,MORRIS PLAINS,NJ,1943,1962,CARTRIDGE WORLD/PETITTS INK,,MORRIS PLAINS,NJ,Inactive,Inactive
7605,7605,9518,CARVER'S AUTO PARTS,,FLEMINGTON,NJ,7605,9518,CARVER'S AUTO PARTS,,FLEMINGTON,NJ,Active,Active
14521,1403716,R783,CAS REPS,Kscott@casreps.com,PITTTSFORD,NY,1403716,R783,CAS REPS,Kscott@casreps.com,PITTTSFORD,NY,Active,Active
5646,5646,6490,CASCADE ,,LIVERPOOL,NY,5646,6490,CASCADE ,,LIVERPOOL,NY,Active,Active
14559,1429889,8235,CASCADE MAVERIK LACROSSE,,,,1429889,8235,CASCADE MAVERIK LACROSSE,,,,Active,Active
9161,9161,,Cascade School Supplies,,North Adams,MA,9161,,Cascade School Supplies,,North Adams,MA,Inactive,Active
9162,9162,,CASCADE SCHOOL SUPPLIES,,North Adams,MA,9162,,CASCADE SCHOOL SUPPLIES,,North Adams,MA,Inactive,Active
9811,9811,,Cascade School Supplies,www.cascadeschoolsupplies.com,North Adams,MA,9811,,Cascade School Supplies,www.cascadeschoolsupplies.com,North Adams,MA,Inactive,Active
10249,10249,,Cascade School Supplies,,North Adams,MA,10249,,Cascade School Supplies,,North Adams,MA,Inactive,Active
50,50,003A,CASCADE SCHOOL SUPPLIES (SC),,NORTH ADAMS,MA,50,003A,CASCADE SCHOOL SUPPLIES (SC),,NORTH ADAMS,MA,Active,Active
3,3,0003,"Cascade School Supplies, Inc.",pete@cascadeschoolsupplies.com,North Adams,MA,3,0003,"Cascade School Supplies, Inc.",service@cascadeschoolsupplies.com,North Adams,MA,Active,Active
12664,13148,8962,"CASCADE WATER SERVICES, INC.",,PHILADELPHIA,PA,13148,8962,"CASCADE WATER SERVICES, INC.",,PHILADELPHIA,PA,Inactive,Inactive
1381,1381,1377,CASCADES TISSUE GROUP-SALES,,WATERFORD,NY,1381,1377,CASCADES TISSUE GROUP-SALES,,WATERFORD,NY,Active,Active
823,823,0809,"Cascio Interstate Music, Inc. dba Interstate Music",bgoodden@interstatemusic.com,NEW BERLIN,WI,823,,,bids@interstatemusic.com,NEW BERLIN,WI,Inactive,Inactive
14850,14841,0809,"CASCIO MUSIC CO., INC. dba  INTERSTATE MUSIC",bidsonline@interstatemusic.com,NEW BERLIN,WI,14841,0809,"CASCIO MUSIC CO., INC. dba  INTERSTATE MUSIC",bidsonline@interstatemusic.com,NEW BERLIN,WI,Inactive,Inactive
5596,5596,6439,CASE DUPLICATING SUPPLY,,NEW YORK,NY,5596,6439,CASE DUPLICATING SUPPLY,,NEW YORK,NY,Active,Active
12966,13029,0787,CASE/NEWBYTE SOFTWARE,,"DUDLEY NSW, 2290",  ,13029,0787,CASE/NEWBYTE SOFTWARE,,"DUDLEY NSW, 2290",,Inactive,Inactive
10023,10023,8996,CASEY SYSTEMS INC.,,SYOSSET,NY,10023,8996,CASEY SYSTEMS INC.,,SYOSSET,NY,Inactive,Inactive
4475,4475,4544,"CASIO, INC.",,DOVER,NJ,4475,4544,"CASIO, INC.",,DOVER,NJ,Active,Active
7363,7363,8950,CASL TECHNOLOGIES,,PUYALLUP,WA,7363,8950,CASL TECHNOLOGIES,,PUYALLUP,WA,Active,Active
11993,12031,X327,CASSESE AND SONS CONSTRUCTION CORP.,,SHRUB OAK,NY,12031,X327,CASSESE AND SONS CONSTRUCTION CORP.,casseseandsons@aol.com,SHRUB OAK,NY,Inactive,Inactive
14013,15376,R500,CASSONE TRAILER & CONTAINER CO.,lisa@cassone.com,RONKONKOMA,NY,15376,R500,CASSONE TRAILER & CONTAINER CO.,lisa@cassone.com,RONKONKOMA,NY,Active,Active
14050,15436,R523,CASTLE PLUMBING & HEATING ,,OSSINING,NY,15436,R523,CASTLE PLUMBING & HEATING ,castleplumbing1@aol.com,OSSINING,NY,Active,Active
53,53,0042,CASTLE PRINTING CO.,,LEDGEWOOD,NJ,53,0042,CASTLE PRINTING CO.,info@castleprinters.com,LEDGEWOOD,NJ,Active,Active
8954,8954,4872,CASTLE ROCK,,BLACKWOOD,NJ,8954,4872,CASTLE ROCK,,BLACKWOOD,NJ,Active,Active
4331,4331,4387,CAT/CLEAN ALL TEC CORP.,,LINDEN,NJ,4331,4387,CAT/CLEAN ALL TEC CORP.,,LINDEN,NJ,Active,Active
907,907,0895,Catalano Musical Products,catamusic@aol.com,New Hyde Park,NY,907,0895,Catalano Musical Products,catamusic@aol.com,New Hyde Park,NY,Active,Active
7342,7342,8922,CATALINK DIRECT,,EDISON,NJ,7342,8922,CATALINK DIRECT,,EDISON,NJ,Active,Active
15088,1610722,T334,Cates Electric Corp.,keri@cateselectric.com,North Arlington,NJ,1610722,T334,Cates Electric Corp.,keri@cateselectric.com,North Arlington,NJ,Active,Active
1970,1970,1989,CATHOLIC UNIVERSITY OF AMERICA,,WASHINGTON,DC,1970,1989,CATHOLIC UNIVERSITY OF AMERICA,,WASHINGTON,DC,Active,Active
2285,2285,2317,CATHY ROE PRODUCTIONS,,SANTA FE,NM,2285,2317,CATHY ROE PRODUCTIONS,,SANTA FE,NM,Active,Active
2465,2465,2496,CATSKILL  ART & OFFICE SUPPLY,,POUGHKEEPSIE,NY,2465,2496,CATSKILL  ART & OFFICE SUPPLY,,POUGHKEEPSIE,NY,Active,Active
5390,5390,6233,CATSKILL MOUNTAIN LUMBER CO.,,SAWN LAKE,NY,5390,6233,CATSKILL MOUNTAIN LUMBER CO.,,SAWN LAKE,NY,Active,Active
12536,12916,X747,CAYNE INDUSTRIAL SALES CORP,,WEST NYACK,NY,12916,X747,CAYNE INDUSTRIAL SALES CORP,cayneind@aol.com,WEST NYACK,NY,Active,Active
7187,7187,8584,CB KERSKNER INC.,,PHILADELPHIA,PA,7187,8584,CB KERSKNER INC.,,PHILADELPHIA,PA,Active,Active
15579,1623191,T560,CB Management Services ,,Stockbridge,GA,1623191,T560,CB Management Services ,gcherry@carterbrothers.com,Stockbridge,GA,Active,Active
9042,9042,5829,CB PRODUCTS,,WATERVLIET,NY,9042,5829,CB PRODUCTS,,WATERVLIET,NY,Inactive,Inactive
16338,1711868,9933,CBP Lalo LLC,cbplalollc@gmail.com,Morris Plains,NJ,1711868,9933,CBP Lalo LLC,cbplalollc@gmail.com,Morris Plains,NJ,Active,Active
3769,3769,3801,CBS / A XEROX COMPANY,,WHITE PLAINS,NY,3769,3801,CBS / A XEROX COMPANY,,WHITE PLAINS,NY,Active,Active
6493,6493,7462,CBS INTERNATIONAL,,MIDDLESEX,NJ,6493,7462,CBS INTERNATIONAL,,MIDDLESEX,NJ,Active,Active
7296,7296,8708,CCC COMPUTER CENTER ,,RYE,NY,7296,8708,CCC COMPUTER CENTER ,cborrelli@ccccomputer.com,RYE,NY,Active,Active
9854,9854,F021,CCI PUBLISHING                ,,,,9854,F021,CCI PUBLISHING                ,,,,Active,Active
14534,1403778,R788,"CCL ELECTRIC, LLC",gillian@cclelectricllc.com,EDGEWATER,NJ,1403778,R788,"CCL ELECTRIC, LLC",gillian@cclelectricllc.com,EDGEWATER,NJ,Active,Active
1757,1757,1769,CCM COMPUTERS ACCESSORIES,,PLAINVIEW,NY,1757,1769,CCM COMPUTERS ACCESSORIES,,PLAINVIEW,NY,Active,Active
3951,3951,3993,CCP Industries Inc.,,CLEVELAND,OH,3951,3993,CCP Industries Inc.,ccporders@ccpind.com,CLEVELAND,OH,Active,Active
4174,4174,4225,"CCP SOLUTIONS, LLC",,BROOKLYN,NY,4174,4225,"CCP SOLUTIONS, LLC",ray@ccpcopy.com,BROOKLYN,NY,Active,Active
5143,5143,5821,CCS OFFICE PRODUCTS,,CHERRY HILL,NJ,5143,5821,CCS OFFICE PRODUCTS,fjdccsop@aol.com,CHERRY HILL,NJ,Active,Active
4599,4599,4673,CCSI/ OPTI-COLOR,,BOHEMIA,NY,4599,4673,CCSI/ OPTI-COLOR,,BOHEMIA,NY,Inactive,Inactive
7339,7339,8918,CCV SOFTWARE,,FARGO,ND,7339,8918,CCV SOFTWARE,,FARGO,ND,Active,Active
12851,13363,X875,CD INDUSTRIES WELDING & FABRICATION,,WILLISTON PARK,NY,13363,X875,CD INDUSTRIES WELDING & FABRICATION,cdevito@cdindustriesny.com,WILLISTON PARK,NY,Active,Active
13582,14489,5318,CD JANITORIAL LLC,chris@cdjanitorial.com,NEW FAIRFIELD,CT,14489,5318,CD JANITORIAL LLC,,NEW FAIRFIELD,CT,Active,Active
9251,9251,,CDE INC. / Southwest Bowling Apparel,,MIDLAND,TX,9251,6174,CDE INC. / Southwest Bowling Apparel,,MIDLAND,TX,Inactive,Inactive
5333,9251,6174,CDE INC. / Southwest Bowling Apparel,buddonathan@aol.com,MIDLAND,TX,9251,6174,CDE INC. / Southwest Bowling Apparel,,MIDLAND,TX,Inactive,Inactive
340,340,0318,CDI / COMPUTER DEALERS INC. ,,Markham  Ontario  Canada,  ,340,0318,CDI / COMPUTER DEALERS INC. ,OGayle@cdicomputers.com,Markham  Ontario  Canada,  ,Active,Active
6622,6622,7609,CDI COMPUTER DEALERS INC.,,CHICAGO,IL,6622,7609,CDI COMPUTER DEALERS INC.,sales@cditechnologies.com,CHICAGO,IL,Active,Active
3462,3462,3481,CDI FOODSERVICE EQUIPMENT ,,MONSEY,NY,3462,3481,CDI FOODSERVICE EQUIPMENT ,rochelle@cdifoodservice.com,MONSEY,NY,Active,Active
1137,1137,1118,"CDL, INC.",,WALTHAM,MA,1137,1118,"CDL, INC.",,WALTHAM,MA,Active,Active
2694,2694,2731,CDP COMPUTER SUPPLIES INC.,,STOUGHTON,MA,2694,2731,CDP COMPUTER SUPPLIES INC.,,STOUGHTON,MA,Active,Active
7927,7927,4780,CDW GOVERNMENT INC.,WWW.CDWG.COM,VERNON HILLS,IL,7927,4780,CDW GOVERNMENT INC.,cdwgsales@cdwg.com,VERNON HILLS,IL,Inactive,Inactive
6554,6554,7539,CDW GOVERNMENT LLC,,SHELTON,CT,6554,7539,CDW GOVERNMENT LLC,michtal@cdw.com,SHELTON,CT,Active,Active
12701,12848,8094,CDW-G,,,  ,12848,8094,CDW-G,,,,Inactive,Inactive
4582,4582,4656,CDW-G / K-12 ,,NEWBURGH,NY,4582,4656,CDW-G / K-12 ,,NEWBURGH,NY,Active,Active
7404,7404,9065,CEBCO STANDARD,,FAIRFIELD,NJ,7404,9065,CEBCO STANDARD,,FAIRFIELD,NJ,Active,Active
15790,1623564,T691,Cecere Mechanical Inc,andrew@ceceremechanical.com,Whippany,NJ,1623564,T691,Cecere Mechanical Inc,andrew@ceceremechanical.com,Whippany,NJ,Active,Active
2588,2588,2624,CED CONSILIDATED ELECTRICAL,,PENNSAUKEN,NJ,2588,2624,CED CONSILIDATED ELECTRICAL,,PENNSAUKEN,NJ,Active,Active
12004,12042,X335,"CEDAR CONTRACTING CO., INC.",,HILLSIDE,NJ,12042,X335,"CEDAR CONTRACTING CO., INC.",cedarconcrete@aol.com,HILLSIDE,NJ,Active,Active
8641,8641,6771,CEDAR HILL COUNTRY CLUB,,LIVINGSTON,NJ,8641,6771,CEDAR HILL COUNTRY CLUB,rkorn@cedarhillcc.com,LIVINGSTON,NJ,Active,Active
